frame,joint_name,x,y
910,knee,141,630
910,handle,291,847
911,head,204,21
911,shoulder,326,125
911,hip,139,630
911,knee,139,630
911,handle,291,850
912,head,204,21
912,shoulder,327,126
912,hip,137,631
912,knee,137,631
912,handle,291,852
913,head,204,21
913,shoulder,327,126
913,hip,139,632
913,knee,139,632
913,handle,291,852
914,head,204,21
914,shoulder,327,126
914,hip,141,634
914,knee,141,634
914,handle,292,852
915,head,204,21
915,shoulder,327,126
915,hip,142,636
915,knee,142,636
915,handle,292,853
916,head,204,21
916,shoulder,327,126
916,hip,144,638
916,knee,144,638
916,handle,292,853
917,head,204,21
917,shoulder,327,127
917,hip,145,640
917,knee,145,640
917,handle,293,854
918,head,204,21
918,shoulder,327,127
918,hip,146,639
918,knee,146,639
918,handle,293,852
919,head,204,21
919,shoulder,327,127
919,hip,146,639
919,knee,146,639
919,handle,294,850
920,head,204,21
920,shoulder,327,127
920,hip,146,638
920,knee,146,638
920,handle,294,848
921,head,204,21
921,shoulder,328,128
921,hip,147,638
921,knee,147,638
921,handle,294,845
922,head,204,21
922,shoulder,328,128
922,hip,147,637
922,knee,147,637
922,handle,294,843
923,head,204,21
923,shoulder,328,128
923,hip,147,636
923,knee,147,636
923,handle,294,845
924,head,204,21
924,shoulder,328,128
924,hip,147,636
924,knee,147,636
924,handle,294,846
925,head,204,21
925,shoulder,328,128
925,hip,147,635
925,knee,147,635
925,handle,294,847
926,head,204,21
926,shoulder,328,128
926,hip,147,635
926,knee,147,635
926,handle,295,848
